Cites,Authors,Title,Year,Source,GSRank,ECC,CitesPerYear,CitesPerAuthor,AuthorCount
10,"S Razaq, M Kara, L Özçakar",The relationship between sarcopenic obesity and knee osteoarthritis: the SARCOB study,2023,European journal of …iiii,188,10,5,3,3
10,"T Han, T Yuan, X Liang, N Chen, J Song…",Sarcopenic obesity with normal body size may have higher insulin resistance in elderly patients with type 2 diabetes mellitus,2022,… and Obesity: Targets …,447,10,3.33,2,6
10,"AJ Mayhew, SM Phillips, N Sohel…",The impact of different diagnostic criteria on the association of sarcopenia with injurious falls in the CLSA,2020,"Journal of Cachexia, Sarcopenia and Muscle",881,10,2,3,4
10,"VL Masenko, AN Kokov, II Grigoreva…",Radiology methods of the sarcopenia diagnosis,2019,Research and Practical …,989,10,1.67,3,4
9,"PS Rodrigues, FM Mendonça, JS Neves, C Luís…",Effects of bariatric surgery on sarcopenic obesity outcomes: a one-year prospective study in middle-aged women,2024,Obesity Surgery,614,9,9,2,5
9,"D Wang, G Zhang, Y Yu, Z Zhang",Imaging of sarcopenia in type 2 diabetes mellitus,2024,Clinical Interventions in Aging,160,9,9,2,4
9,"J Wu, J Guan, S Lin, X Wu, M Ding, Z Ren…",Prediction of sarcopenia among peritoneal dialysis patients using a combination of irisin and phase angle,2023,Nephrologie & …,786,9,4.5,1,7
9,"H Liu, J Wang, S Tan, Z Zhang, M Yan, J Han…",Sarcopenia and myosteatosis diagnostic tool for gastrointestinal cancer: creatinine to cystatin C ratio as evaluation marker,2023,Journal of translational …,536,9,4.5,1,7
9,"Y Liu, F Ji, MH Nguyen","Sarcopenia in cirrhosis: epidemiology, diagnosis, management and prognosis",2023,Current Opinion in Gastroenterology,241,9,4.5,3,3
9,"N Sumransub, Q Cao, M Juckett, B Betts…",Sarcopenia predicts inferior progression-free survival in lymphoma patients treated with autologous hematopoietic stem cell transplantation,2023,… and Cellular Therapy,975,9,4.5,2,5
9,"E Hasegawa, S Ito, Y Kurosawa, D Kobayashi…",The efficacy of Biological Disease-modifying Antirheumatic Drugs on Sarcopenia in patients with rheumatoid arthritis,2023,Internal …,884,9,4.5,2,5
9,"PR Boshier, F Klevebro, A Schmidt…",Impact of early jejunostomy tube feeding on clinical outcome and parameters of body composition in esophageal cancer patients receiving multimodal therapy,2022,Annals of Surgical …,949,9,3,2,4
9,"A Edwards, BGM Hughes, T Brown, J Bauer",Prevalence and impact of computed tomography–defined sarcopenia on survival in patients with human papillomavirus–positive oropharyngeal cancer: a …,2022,Advances in Nutrition,560,9,3,2,4
9,"CSC Rosa, HS Ribeiro, BP Vogt…",Sarcopenia diagnosis in patients receiving hemodialysis: Agreement among different consensuses,2022,Nutrition in Clinical …,169,9,3,2,4
9,"RF Dunne, EJ Roeland","The interplay among pancreatic cancer, cachexia, body composition, and diabetes",2022,Hematology/Oncology Clinics,568,9,3,5,2
9,"M Siervo, S Rubele, OM Shannon, CM Prado…",Prevalence of sarcopenic obesity and association with metabolic syndrome in an adult Iranian cohort: the Fasa PERSIAN cohort study,2021,Clinical …,836,9,2.25,2,5
8,"K Xu, X Feng, Z Xu, Y Pan, P Zhang, H Zhu",Association of sarcopenia with osteoporosis in Chinese patients with type 2 diabetes,2024,BMC Musculoskeletal …,588,8,8,1,6
8,"A Álvarez-Bustos, JA Carnicero…",Diagnostic and prognostic value of calf circumference for sarcopenia in community-dwelling older adults,2024,"The Journal of Nutrition, Health and Aging",466,8,8,3,3
8,"J Lee, Y Yoon, J Kim, YH Kim",Metaheuristic-based feature selection methods for diagnosing sarcopenia with machine learning algorithms,2024,Biomimetics,16,8,8,2,4
8,"R Cancello, E Brenna, D Soranna, A Zambon…",Sarcopenia prevalence among hospitalized patients with severe obesity: an observational study,2024,Journal of clinical …,464,8,8,2,5
8,"L Lu, B Liu, F Yin",Alternative skeletal muscle index for sarcopenia diagnosis in elderly patients with type 2 diabetes mellitus: A pilot study,2023,Frontiers in Endocrinology,547,8,4,3,3
8,"MH Oh, HE Shin, KS Kim, CW Won, M Kim",Combinations of Sarcopenia Diagnostic Criteria by Asian Working Group of Sarcopenia (AWGS) 2019 guideline and incident adverse health outcomes in community …,2023,Journal of the American Medical Directors Association,860,8,4,2,5
8,"K Wakaba, Y Osuka, N Kojima, H Sasai",Predictive capability of 5 sarcopenia diagnostic criteria for fall incidents in older Japanese women: The Otassha study,2023,Journal of the American Medical …,354,8,4,2,4
8,"DL Hess, C Harmon, S Bhatia, GR Williams…",SARC‐F as a screening tool to detect computed tomography‐based sarcopenia and myosteatosis among older adults with cancer,2023,Cancer …,685,8,4,2,5
8,"M Jalal, JA Campbell, J Wadsley…",Computed tomographic sarcopenia in pancreatic cancer: further utilization to plan patient management,2021,Journal of Gastrointestinal …,883,8,2,2,4
8,"MA Naser, KA Wahid, AJ Grossberg, B Olson, R Jain…",Deep learning auto-segmentation of cervical neck skeletal muscle for sarcopenia analysis using pre-therapy CT in patients with head and neck cancer,2021,medRxiv,181,8,2,1,6
8,"O Laousy, G Chassagnon, E Oyallon…",Deep reinforcement learning for l3 slice localization in sarcopenia assessment,2021,… on Machine Learning in …,518,8,2,2,4
8,"TS Dikova, AY Zatsepina, DS Fedorinov…","Sarcopenia, sarcopenic obesity, myosteatosis as factors of poor prognosis in gastrointestinal tract tumors",2021,Journal of Modern …,237,8,2,2,4
7,"LS Amador, AB Fernández, MVA Vilas, RR Torres…",Body composition and risk for sarcopenia in transgender women,2024,Nutrition,747,7,7,1,5
7,"GG Cappellari, M Zanetti, LM Donini…",Detecting sarcopenia in obesity: emerging new approaches,2024,Current Opinion in …,245,7,7,2,4
7,"HW Liu, OKS Lee","Effects of resistance training with elastic bands on bone mineral density, body composition, and osteosarcopenic obesity in elderly women: A meta-analysis",2024,Journal of Orthopaedics,546,7,7,4,2
7,"AJ Láinez Ramos-Bossini, A Gámez Martínez…",Prevalence of sarcopenia determined by computed tomography in pancreatic cancer: A systematic review and meta-analysis of observational studies,2024,Cancers,889,7,7,2,3
7,"S Damanti, L Citterio, L Zagato, E Brioni, C Magnaghi…",Sarcopenic obesity and pre-sarcopenia contribute to frailty in community-dwelling Italian older people: data from the FRASNET study,2024,BMC Geriatrics,149,7,7,1,6
7,"ML Sánchez-Tocino, S Mas-Fontao, C Gracia-Iguacel…",A sarcopenia index derived from malnutrition parameters in elderly haemodialysis patients,2023,Nutrients,895,7,3.5,2,4
7,"IIP da Silva Alves, GAS Bueno, RB Elmescany…","Motor reaction time, sarcopenia and functional skills in elderly women: a cross-sectional study",2023,"The Journal of Nutrition, Health and Aging",897,7,3.5,2,4
7,"C Cimsit, M Kursun, O Demircioglu, F Dilber…",Radiological quantification of sarcopenic obesity and its role in chronic liver disease severity,2023,Academic …,86,7,3.5,1,5
7,"V La Vaccara, C Cascone…",Role of preoperative sarcopenia in predicting postoperative complications and survival after pancreatoduodenectomy for pancreatic cancer,2023,Annali Italiani …,463,7,3.5,2,3
7,"A Cossu, D Palumbo, S Battaglia, P Parise…",Sarcopenia and patient's body composition: new morphometric tools to predict clinical outcome after Ivor Lewis esophagectomy: a Multicenter Study,2023,Journal of Hepatology,441,7,3.5,1,5
7,"Y Liu, M Su, Y Lei, J Tian, L Zhang…",Sarcopenia predicts adverse prognosis in patients with heart failure: A systematic review and meta-analysis,2023,Reviews in …,865,7,3.5,1,6
7,"CH Su, WM Chen, MC Chen, BC Shia, SY Wu",The impact of sarcopenia onset prior to cancer diagnosis on cancer survival: A national population-based cohort study using propensity score matching,2023,Nutrients,220,7,3.5,1,5
7,"M Mattera, N Veronese, F Aucella…",Prevalence and risk factors for sarcopenia in chronic kidney disease patients undergoing dialysis: a cross-sectional study,2021,Turkish Journal …,928,7,1.75,2,4
7,"T Igawa, K Ishii, N Isogai, A Suzuki, M Ishizaka…",Prevalence of sarcopenia in idiopathic dropped head syndrome patients is similar to healthy volunteers,2021,Scientific Reports,967,7,1.75,1,6
7,"MJA Bazán, J Wärnberg, IJ Trujillo…","Prevalence of sarcopenia in older age hospitalized persons, as determined by different sets of diagnostic criteria",2021,Rev. Esp. Salud …,799,7,1.75,2,4
6,"FS Ragusa, N Veronese, L Vernuccio…",Mild cognitive impairment predicts the onset of Sarcopenia: a longitudinal analysis from the English Longitudinal Study on Ageing,2024,Aging Clinical and …,842,6,6,2,4
6,"W Ong, A Lee, WC Tan, KTD Fong, DD Lai, YL Tan…",Oncologic applications of artificial intelligence and deep learning methods in CT spine imaging—A systematic review,2024,Cancers,684,6,6,1,7
6,"ZL Shen, WH Chen, Z Liu, DY Yu, WZ Chen…",A novel insight into the key gene signature associated with the immune landscape in the progression of sarcopenia,2023,Experimental Gerontology,826,6,3,1,6
6,"S Qi, N Horii, K Kishigami, M Miyachi…",Effects of water exercise on body composition and components of metabolic syndrome in older females with sarcopenic obesity,2023,Journal of Physical …,843,6,3,1,5
6,"NT Bellafronte, TR Govêia…",Sarcopenia in chronic kidney disease: prevalence by different definitions and relationship with adiposity,2022,"… Physiology, Nutrition, and …",522,6,2,2,3
5,"M Zicarelli, A Duni, K Leivaditis, YL Lin, F Baciga…","Comprehensive insights into sarcopenia in dialysis patients: Mechanisms, assessment, and therapeutic approaches",2025,Medicina,427,5,5,1,6
5,"AJ Vickers, DM McSweeney, A Choudhury…",The prognostic significance of sarcopenia in patients treated with definitive radiotherapy: A systematic review,2025,Radiotherapy and …,992,5,5,1,4
5,"S Lavalle, R Scapaticci, E Masiello…",Advancements in sarcopenia diagnosis: from imaging techniques to non-radiation assessments,2024,Frontiers in Medical …,37,5,5,1,4
5,"A Tukhtaev, D Turimov, J Kim, W Kim",Feature selection and machine learning approaches for detecting sarcopenia through predictive modeling,2024,Mathematics,34,5,5,1,4
5,"Y Yang, Y Zeng, W Lv, P Fu, H Yuan",Prevalence and severity of sarcopenia in patients on maintenance hemodialysis: a cross-sectional study,2024,BMC nephrology,942,5,5,1,5
5,"JH Lee, HJ Kim, S Han, SJ Park, M Sim, KH Lee",Reliability and agreement assessment of sarcopenia diagnosis through comparison of bioelectrical impedance analysis and dual-energy X-ray …,2024,Diagnostics,408,5,5,1,6
5,"S Migliaccio, E Mocini, M Minnetti…",Sarcopenic obesity and the impact on bone health,2024,Current Opinion in …,520,5,5,1,4
5,"J Zhang, N Wang, J Li, Y Wang, Y Xiao…",The diagnostic accuracy and cutoff value of phase angle for screening sarcopenia: A systematic review and meta-analysis,2024,Journal of the American Medical Directors Association,399,5,5,1,6
5,"P Blagec, S Sara, A Tripalo Batoš, I Trivić Mažuranić…",Magnetic resonance imaging can be used to assess sarcopenia in children with newly diagnosed crohn's disease,2023,Nutrients,285,5,2.5,1,5
5,"AG Juby, CMJ Davis, S Minimaana…",… the main barrier to sarcopenia identification: utility of practical office-based bioimpedance tools vs. Dual energy X-ray absorptiometry (DXA) body composition …,2023,Canadian Geriatrics …,122,5,2.5,1,4
4,"LD Juez, P Priego, M Cuadrado, LA Blazquez…",Impact of neoadjuvant treatment on body composition in patients with locally advanced gastric cancer,2024,Cancers,471,4,4,1,5
4,"B Wang, C Nong, J Zhang, L Deng, W Li…",Prevalence and associated body composition factors of sarcopenia in community-dwelling older adults,2024,European Journal of …jjjj,132,4,4,1,6
4,"TM Montalvão-Sousa, P de Ataides Ferreira…",Sarcopenic obesity defined by the ESPEN and EASO consensus statement in older women: Risk of falls and bone mineral density implications,2024,Archives of gerontology …,869,4,4,1,3
4,"JY Guo, K Yu, CW Li, YY Bao, Y Zhang, F Wang, RR Li…",The application of Chinese version of SARC-F and SARC-CalF in sarcopenia screening against five definitions: a diagnostic test accuracy study,2024,BMC Geriatrics,409,4,4,1,8
3,"BC Lee, YL Chang, PT Chen, LW Liu, KL Liu…",Myosteatosis and sarcopenia are linked to autonomous cortisol secretion in patients with aldosterone-producing adenomas,2025,Hypertension …,753,3,3,1,6
3,"A Caturano, A Amaro, CC Berra…",Sarcopenic obesity and weight loss-induced muscle mass loss,2025,Current Opinion in …,533,3,3,1,4
3,"J Kim, K Jeong, S Lim, S Lee, Y Baek","Association of dietary protein sources and their adequacy, body composition and risk of sarcopenic obesity in South Korean populations: A cross-sectional …",2024,Metabolites,797,3,3,1,5
3,"P Keshoofi, P Schindler, F Rennebaum, F Cordes…",Imaging-based diagnosis of sarcopenia for transplant-free survival in primary sclerosing cholangitis,2024,BMC …,452,3,3,1,5
3,"A Bufano, A Cartocci, N Benenati, C Ciuoli…",New specific skeletal muscle mass index cut-offs for the assessment of sarcopenia in patients with severe obesity,2024,Frontiers in Endocrinology,118,3,3,1,5
3,"M Park, YW Lim, E Kim",Review on Weight Loss Interventions that Can Prevent Muscle Mass Loss in Sarcopenic Obesity,2024,Journal of Korean Medicine,213,3,3,1,3
3,"SGGF Macêdo, PR de Souza Macêdo, WS Barbosa…",Use of the Ishii Test for screening sarcopenia in older adults: a systematic review with meta-analysis of diagnostic test accuracy (DTA) studies,2024,BMC Geriatrics,388,3,3,1,4
3,"Y Jian, K Mao, J Chen, X Ling, Z Jin, Z Ye…",An electromyographic signal acquisition system for Sarcopenia,2023,… of Things of Big Data for …,770,3,1.5,0,7
3,"PH Liao, YJ Huang, CS Ho, W Chu",Application of machine learning and its effects on the development of a nursing guidance mobile app for sarcopenia,2023,BMC nursing,53,3,1.5,1,4
3,"K Wang, H Zhang, CYM Cheng, M Chen, KWC Lai…",High accuracy machine learning model for sarcopenia severity diagnosis based on sit-to-stand motion measured by two micro motion sensors,2023,medRxiv,42,3,1.5,1,6
2,"HT Lee, JK Hyun, SY Kim",Enhancing the diagnosis of sarcopenia through low-dose chest CT and artificial intelligence-based segmentation: optimizing resource utilization in healthcare,2025,Journal of the Korean Society of …,62,2,2,1,3
2,"A Alirezaei, A Miladipour, N Asgari…",Association of phase angle with sarcopenia in patients undergoing maintenance hemodialysis: A case–control study,2024,Journal of Research …,719,2,2,1,4
2,"AC Inojosa, AVH Ribeiro, TF Araújo…","Body composition, sarcopenia, and serum myokines in acromegaly: a narrative review",2024,Journal of Bone …,496,2,2,1,4
2,"KW Kim, Y Park, Y Lee, M Cho",Correlation between low skeletal muscle index and 3D anthropometric data measured by 3D body scanner: screening sarcopenia,2024,Frontiers in Medicine,79,2,2,1,4
